Year,Industry_aggregation_NZSIOC,Industry_code_NZSIOC
2021,Level 1,99999
2021,Level 1,99999
2021,Level 1,99999
2021,Level 1,99999
2021,Level 1,99999
2021,Level 1,99999
2021,Level 1,99999
2021,Level 1,99999
2021,Level 1,99999
2021,Level 1,99999
2021,Level 1,99999
2021,Level 1,99999
2021,Level 1,99999
2021,Level 1,99999
2021,Level 1,99999
2021,Level 1,99999
2021,Level 1,99999
2021,Level 1,99999
2021,Level 1,99999
2021,Level 1,99999
2021,Level 1,99999
2021,Level 1,99999
2021,Level 1,99999
2021,Level 1,99999
2021,Level 1,99999
2021,Level 1,99999
2021,Level 1,99999
2021,Level 1,99999
2021,Level 1,99999
2021,Level 1,99999
2021,Level 1,99999
2021,Level 1,AA
2021,Level 1,AA
2021,Level 1,AA
2021,Level 1,AA
2021,Level 1,AA
2021,Level 1,AA
2021,Level 1,AA
2021,Level 1,AA
2021,Level 1,AA
2021,Level 1,AA
2021,Level 1,AA
2021,Level 1,AA
2021,Level 1,AA
2021,Level 1,AA
2021,Level 1,AA
2021,Level 1,AA
2021,Level 1,AA
2021,Level 1,AA
2021,Level 1,AA
2021,Level 1,AA
2021,Level 1,AA
2021,Level 1,AA
2021,Level 1,AA
2021,Level 1,AA
2021,Level 1,AA
2021,Level 1,AA
2021,Level 1,AA
2021,Level 1,AA
2021,Level 1,AA
2021,Level 1,AA
2021,Level 1,AA
2021,Level 3,AA11
2021,Level 3,AA11
2021,Level 3,AA11
2021,Level 3,AA11
2021,Level 3,AA11
2021,Level 3,AA11
2021,Level 3,AA11
2021,Level 3,AA11
2021,Level 3,AA11
2021,Level 3,AA11
2021,Level 3,AA11
2021,Level 3,AA11
2021,Level 3,AA11
2021,Level 3,AA11
2021,Level 3,AA11
2021,Level 3,AA11
2021,Level 3,AA11
2021,Level 3,AA11
2021,Level 3,AA11
2021,Level 3,AA11
2021,Level 3,AA11
2021,Level 3,AA11
2021,Level 3,AA11
2021,Level 3,AA11
2021,Level 3,AA11
2021,Level 3,AA11
2021,Level 3,AA11
2021,Level 3,AA11
2021,Level 3,AA11
2021,Level 3,AA11
2021,Level 4,AA111
2021,Level 4,AA111
2021,Level 4,AA111
2021,Level 4,AA111
2021,Level 4,AA111
2021,Level 4,AA111
2021,Level 4,AA111
2021,Level 4,AA111
2021,Level 4,AA111
2021,Level 4,AA111
2021,Level 4,AA111
2021,Level 4,AA111
2021,Level 4,AA111
2021,Level 4,AA111
2021,Level 4,AA111
2021,Level 4,AA111
2021,Level 4,AA111
2021,Level 4,AA111
2021,Level 4,AA111
2021,Level 4,AA111
2021,Level 4,AA111
2021,Level 4,AA111
2021,Level 4,AA111
2021,Level 4,AA111
2021,Level 4,AA111
2021,Level 4,AA111
2021,Level 4,AA111
2021,Level 4,AA111
2021,Level 4,AA111
2021,Level 4,AA111
2021,Level 3,AA12
2021,Level 3,AA12
2021,Level 3,AA12
2021,Level 3,AA12
2021,Level 3,AA12
2021,Level 3,AA12
2021,Level 3,AA12
2021,Level 3,AA12
2021,Level 3,AA12
2021,Level 3,AA12
2021,Level 3,AA12
2021,Level 3,AA12
2021,Level 3,AA12
2021,Level 3,AA12
2021,Level 3,AA12
2021,Level 3,AA12
2021,Level 3,AA12
2021,Level 3,AA12
2021,Level 3,AA12
2021,Level 3,AA12
2021,Level 3,AA12
2021,Level 3,AA12
2021,Level 3,AA12
2021,Level 3,AA12
2021,Level 3,AA12
2021,Level 3,AA12
2021,Level 3,AA12
2021,Level 3,AA12
2021,Level 3,AA12
2021,Level 3,AA12
2021,Level 4,AA121
2021,Level 4,AA121
2021,Level 4,AA121
2021,Level 4,AA121
2021,Level 4,AA121
2021,Level 4,AA121
2021,Level 4,AA121
2021,Level 4,AA121
2021,Level 4,AA121
2021,Level 4,AA121
2021,Level 4,AA121
2021,Level 4,AA121
2021,Level 4,AA121
2021,Level 4,AA121
2021,Level 4,AA121
2021,Level 4,AA121
2021,Level 4,AA121
2021,Level 4,AA121
2021,Level 4,AA121
2021,Level 4,AA121
2021,Level 4,AA121
2021,Level 4,AA121
2021,Level 4,AA121
2021,Level 4,AA121
2021,Level 4,AA121
2021,Level 4,AA121
2021,Level 4,AA121
2021,Level 4,AA121
2021,Level 4,AA121
2021,Level 4,AA121
2021,Level 3,AA13
2021,Level 3,AA13
2021,Level 3,AA13
2021,Level 3,AA13
2021,Level 3,AA13
2021,Level 3,AA13
2021,Level 3,AA13
2021,Level 3,AA13
2021,Level 3,AA13
2021,Level 3,AA13
2021,Level 3,AA13
2021,Level 3,AA13
2021,Level 3,AA13
2021,Level 3,AA13
2021,Level 3,AA13
2021,Level 3,AA13
2021,Level 3,AA13
2021,Level 3,AA13
2021,Level 3,AA13
2021,Level 3,AA13
2021,Level 3,AA13
2021,Level 3,AA13
2021,Level 3,AA13
2021,Level 3,AA13
2021,Level 3,AA13
2021,Level 3,AA13
2021,Level 3,AA13
2021,Level 3,AA13
2021,Level 3,AA13
2021,Level 3,AA13
2021,Level 4,AA131
2021,Level 4,AA131
2021,Level 4,AA131
2021,Level 4,AA131
2021,Level 4,AA131
2021,Level 4,AA131
2021,Level 4,AA131
2021,Level 4,AA131
2021,Level 4,AA131
2021,Level 4,AA131
2021,Level 4,AA131
2021,Level 4,AA131
2021,Level 4,AA131
2021,Level 4,AA131
2021,Level 4,AA131
2021,Level 4,AA131
2021,Level 4,AA131
2021,Level 4,AA131
2021,Level 4,AA131
2021,Level 4,AA131
2021,Level 4,AA131
2021,Level 4,AA131
2021,Level 4,AA131
2021,Level 4,AA131
2021,Level 4,AA131
2021,Level 4,AA131
2021,Level 4,AA131
2021,Level 4,AA131
2021,Level 4,AA131
2021,Level 4,AA131
2021,Level 3,AA14
2021,Level 3,AA14
2021,Level 3,AA14
2021,Level 3,AA14
2021,Level 3,AA14
2021,Level 3,AA14
2021,Level 3,AA14
2021,Level 3,AA14
2021,Level 3,AA14
2021,Level 3,AA14
2021,Level 3,AA14
2021,Level 3,AA14
2021,Level 3,AA14
2021,Level 3,AA14
2021,Level 3,AA14
2021,Level 3,AA14
2021,Level 3,AA14
2021,Level 3,AA14
2021,Level 3,AA14
2021,Level 3,AA14
2021,Level 3,AA14
2021,Level 3,AA14
2021,Level 3,AA14
2021,Level 3,AA14
2021,Level 3,AA14
2021,Level 3,AA14
2021,Level 3,AA14
2021,Level 3,AA14
2021,Level 3,AA14
2021,Level 3,AA14
2021,Level 4,AA141
2021,Level 4,AA141
2021,Level 4,AA141
2021,Level 4,AA141
2021,Level 4,AA141
2021,Level 4,AA141
2021,Level 4,AA141
2021,Level 4,AA141
2021,Level 4,AA141
2021,Level 4,AA141
2021,Level 4,AA141
2021,Level 4,AA141
2021,Level 4,AA141
2021,Level 4,AA141
2021,Level 4,AA141
2021,Level 4,AA141
2021,Level 4,AA141
2021,Level 4,AA141
2021,Level 4,AA141
2021,Level 4,AA141
2021,Level 4,AA141
2021,Level 4,AA141
2021,Level 4,AA141
2021,Level 4,AA141
2021,Level 4,AA141
2021,Level 4,AA141
2021,Level 4,AA141
2021,Level 4,AA141
2021,Level 4,AA141
2021,Level 4,AA141
2021,Level 3,AA21
2021,Level 3,AA21
2021,Level 3,AA21
2021,Level 3,AA21
2021,Level 3,AA21
2021,Level 3,AA21
2021,Level 3,AA21
2021,Level 3,AA21
2021,Level 3,AA21
2021,Level 3,AA21
2021,Level 3,AA21
2021,Level 3,AA21
2021,Level 3,AA21
2021,Level 3,AA21
2021,Level 3,AA21
2021,Level 3,AA21
2021,Level 3,AA21
2021,Level 3,AA21
2021,Level 3,AA21
2021,Level 3,AA21
2021,Level 3,AA21
2021,Level 3,AA21
2021,Level 3,AA21
2021,Level 3,AA21
2021,Level 3,AA21
2021,Level 3,AA21
2021,Level 3,AA21
2021,Level 3,AA21
2021,Level 3,AA21
2021,Level 3,AA21
2021,Level 3,AA21
2021,Level 4,AA211
2021,Level 4,AA211
2021,Level 4,AA211
2021,Level 4,AA211
2021,Level 4,AA211
2021,Level 4,AA211
2021,Level 4,AA211
2021,Level 4,AA211
2021,Level 4,AA211
2021,Level 4,AA211
2021,Level 4,AA211
2021,Level 4,AA211
2021,Level 4,AA211
2021,Level 4,AA211
2021,Level 4,AA211
2021,Level 4,AA211
2021,Level 4,AA211
2021,Level 4,AA211
2021,Level 4,AA211
2021,Level 4,AA211
2021,Level 4,AA211
2021,Level 4,AA211
2021,Level 4,AA211
2021,Level 4,AA211
2021,Level 4,AA211
2021,Level 4,AA211
2021,Level 4,AA211
2021,Level 4,AA211
2021,Level 4,AA211
2021,Level 4,AA211
2021,Level 4,AA211
2021,Level 3,AA31
2021,Level 3,AA31
2021,Level 3,AA31
2021,Level 3,AA31
2021,Level 3,AA31
2021,Level 3,AA31
2021,Level 3,AA31
2021,Level 3,AA31
2021,Level 3,AA31
2021,Level 3,AA31
2021,Level 3,AA31
2021,Level 3,AA31
2021,Level 3,AA31
2021,Level 3,AA31
2021,Level 3,AA31
2021,Level 3,AA31
2021,Level 3,AA31
2021,Level 3,AA31
2021,Level 3,AA31
2021,Level 3,AA31
2021,Level 3,AA31
2021,Level 3,AA31
2021,Level 3,AA31
2021,Level 3,AA31
2021,Level 3,AA31
2021,Level 3,AA31
2021,Level 3,AA31
2021,Level 3,AA31
2021,Level 3,AA31
2021,Level 3,AA31
2021,Level 3,AA32
2021,Level 3,AA32
2021,Level 3,AA32
2021,Level 3,AA32
2021,Level 3,AA32
2021,Level 3,AA32
2021,Level 3,AA32
2021,Level 3,AA32
2021,Level 3,AA32
2021,Level 3,AA32
2021,Level 3,AA32
2021,Level 3,AA32
2021,Level 3,AA32
2021,Level 3,AA32
2021,Level 3,AA32
2021,Level 3,AA32
2021,Level 3,AA32
2021,Level 3,AA32
2021,Level 3,AA32
2021,Level 3,AA32
2021,Level 3,AA32
2021,Level 3,AA32
2021,Level 3,AA32
2021,Level 3,AA32
2021,Level 3,AA32
2021,Level 3,AA32
2021,Level 3,AA32
2021,Level 3,AA32
2021,Level 3,AA32
2021,Level 3,AA32
2021,Level 3,AA32
2021,Level 1,BB
2021,Level 1,BB
2021,Level 1,BB
2021,Level 1,BB
2021,Level 1,BB
2021,Level 1,BB
2021,Level 1,BB
2021,Level 1,BB
2021,Level 1,BB
2021,Level 1,BB
2021,Level 1,BB
2021,Level 1,BB
2021,Level 1,BB
2021,Level 1,BB
2021,Level 1,BB
2021,Level 1,BB
2021,Level 1,BB
2021,Level 1,BB
2021,Level 1,BB
2021,Level 1,BB
2021,Level 1,BB
2021,Level 1,BB
2021,Level 1,BB
2021,Level 1,BB
2021,Level 1,BB
2021,Level 1,BB
2021,Level 1,BB
2021,Level 1,BB
2021,Level 1,BB
2021,Level 1,BB
2021,Level 1,BB
2021,Level 1,BB
2021,Level 1,BB
2021,Level 1,CC
2021,Level 1,CC
2021,Level 1,CC
2021,Level 1,CC
2021,Level 1,CC
2021,Level 1,CC
2021,Level 1,CC
2021,Level 1,CC
2021,Level 1,CC
2021,Level 1,CC
2021,Level 1,CC
2021,Level 1,CC
2021,Level 1,CC
2021,Level 1,CC
2021,Level 1,CC
2021,Level 1,CC
2021,Level 1,CC
2021,Level 1,CC
2021,Level 1,CC
2021,Level 1,CC
2021,Level 1,CC
2021,Level 1,CC
2021,Level 1,CC
2021,Level 1,CC
2021,Level 1,CC
2021,Level 1,CC
2021,Level 1,CC
2021,Level 1,CC
2021,Level 1,CC
2021,Level 1,CC
2021,Level 1,CC
2021,Level 1,CC
2021,Level 1,CC
2021,Level 1,CC
2021,Level 1,CC
2021,Level 1,CC
2021,Level 3,CC15
2021,Level 3,CC15
2021,Level 3,CC15
2021,Level 3,CC15
2021,Level 3,CC15
2021,Level 3,CC15
2021,Level 3,CC15
2021,Level 3,CC15
2021,Level 3,CC15
2021,Level 3,CC15
2021,Level 3,CC15
2021,Level 3,CC15
2021,Level 3,CC15
2021,Level 3,CC15
2021,Level 3,CC15
2021,Level 3,CC15
2021,Level 3,CC15
2021,Level 3,CC15
2021,Level 3,CC15
2021,Level 3,CC15
2021,Level 3,CC15
2021,Level 3,CC15
2021,Level 3,CC15
2021,Level 3,CC15
2021,Level 3,CC15
2021,Level 3,CC15
2021,Level 3,CC15
2021,Level 3,CC15
2021,Level 3,CC15
2021,Level 3,CC15
2021,Level 3,CC15
2021,Level 3,CC15
2021,Level 3,CC15
2021,Level 3,CC15
2021,Level 3,CC15
2021,Level 3,CC15
2021,Level 4,CC151
2021,Level 4,CC151
2021,Level 4,CC151
2021,Level 4,CC151
2021,Level 4,CC151
2021,Level 4,CC151
2021,Level 4,CC151
2021,Level 4,CC151
2021,Level 4,CC151
2021,Level 4,CC151
2021,Level 4,CC151
2021,Level 4,CC151
2021,Level 4,CC151
2021,Level 4,CC151
2021,Level 4,CC151
2021,Level 4,CC151
2021,Level 4,CC151
2021,Level 4,CC151
2021,Level 4,CC151
2021,Level 4,CC151
2021,Level 4,CC151
2021,Level 4,CC151
2021,Level 4,CC151
2021,Level 4,CC151
2021,Level 4,CC151
2021,Level 4,CC151
2021,Level 4,CC151
2021,Level 4,CC151
2021,Level 4,CC151
2021,Level 4,CC151
2021,Level 4,CC151
2021,Level 4,CC151
2021,Level 4,CC151
2021,Level 4,CC151
2021,Level 4,CC151
2021,Level 4,CC151
2021,Level 3,CC21
2021,Level 3,CC21
2021,Level 3,CC21
2021,Level 3,CC21
2021,Level 3,CC21
2021,Level 3,CC21
2021,Level 3,CC21
2021,Level 3,CC21
2021,Level 3,CC21
2021,Level 3,CC21
2021,Level 3,CC21
2021,Level 3,CC21
2021,Level 3,CC21
2021,Level 3,CC21
2021,Level 3,CC21
2021,Level 3,CC21
2021,Level 3,CC21
2021,Level 3,CC21
2021,Level 3,CC21
2021,Level 3,CC21
2021,Level 3,CC21
2021,Level 3,CC21
2021,Level 3,CC21
2021,Level 3,CC21
2021,Level 3,CC21
2021,Level 3,CC21
2021,Level 3,CC21
2021,Level 3,CC21
2021,Level 3,CC21
2021,Level 3,CC21
2021,Level 3,CC21
2021,Level 3,CC21
2021,Level 3,CC21
2021,Level 3,CC21
2021,Level 3,CC21
2021,Level 3,CC21
2021,Level 4,CC211
2021,Level 4,CC211
2021,Level 4,CC211
2021,Level 4,CC211
2021,Level 4,CC211
2021,Level 4,CC211
2021,Level 4,CC211
2021,Level 4,CC211
2021,Level 4,CC211
2021,Level 4,CC211
2021,Level 4,CC211
2021,Level 4,CC211
2021,Level 4,CC211
2021,Level 4,CC211
2021,Level 4,CC211
2021,Level 4,CC211
2021,Level 4,CC211
2021,Level 4,CC211
2021,Level 4,CC211
2021,Level 4,CC211
2021,Level 4,CC211
2021,Level 4,CC211
2021,Level 4,CC211
2021,Level 4,CC211
2021,Level 4,CC211
2021,Level 4,CC211
2021,Level 4,CC211
2021,Level 4,CC211
2021,Level 4,CC211
2021,Level 4,CC211
2021,Level 4,CC211
2021,Level 4,CC211
2021,Level 4,CC211
2021,Level 4,CC211
2021,Level 4,CC211
2021,Level 4,CC211
2021,Level 4,CC212
2021,Level 4,CC212
2021,Level 4,CC212
2021,Level 4,CC212
2021,Level 4,CC212
2021,Level 4,CC212
2021,Level 4,CC212
2021,Level 4,CC212
2021,Level 4,CC212
2021,Level 4,CC212
2021,Level 4,CC212
2021,Level 4,CC212
2021,Level 4,CC212
2021,Level 4,CC212
2021,Level 4,CC212
2021,Level 4,CC212
2021,Level 4,CC212
2021,Level 4,CC212
2021,Level 4,CC212
2021,Level 4,CC212
2021,Level 4,CC212
2021,Level 4,CC212
2021,Level 4,CC212
2021,Level 4,CC212
2021,Level 4,CC212
2021,Level 4,CC212
2021,Level 4,CC212
2021,Level 4,CC212
2021,Level 4,CC212
2021,Level 4,CC212
2021,Level 4,CC212
2021,Level 4,CC212
2021,Level 4,CC212
2021,Level 4,CC212
2021,Level 4,CC212
2021,Level 4,CC212
2021,Level 3,CC31
2021,Level 3,CC31
2021,Level 3,CC31
2021,Level 3,CC31
2021,Level 3,CC31
2021,Level 3,CC31
2021,Level 3,CC31
2021,Level 3,CC31
2021,Level 3,CC31
2021,Level 3,CC31
2021,Level 3,CC31
2021,Level 3,CC31
2021,Level 3,CC31
2021,Level 3,CC31
2021,Level 3,CC31
2021,Level 3,CC31
2021,Level 3,CC31
2021,Level 3,CC31
2021,Level 3,CC31
2021,Level 3,CC31
2021,Level 3,CC31
2021,Level 3,CC31
2021,Level 3,CC31
2021,Level 3,CC31
2021,Level 3,CC31
2021,Level 3,CC31
2021,Level 3,CC31
2021,Level 3,CC31
2021,Level 3,CC31
2021,Level 3,CC31
2021,Level 3,CC31
2021,Level 3,CC31
2021,Level 3,CC31
2021,Level 3,CC31
2021,Level 3,CC31
2021,Level 3,CC31
2021,Level 4,CC311
2021,Level 4,CC311
2021,Level 4,CC311
2021,Level 4,CC311
2021,Level 4,CC311
2021,Level 4,CC311
2021,Level 4,CC311
2021,Level 4,CC311
2021,Level 4,CC311
2021,Level 4,CC311
2021,Level 4,CC311
2021,Level 4,CC311
2021,Level 4,CC311
2021,Level 4,CC311
2021,Level 4,CC311
2021,Level 4,CC311
2021,Level 4,CC311
2021,Level 4,CC311
2021,Level 4,CC311
2021,Level 4,CC311
2021,Level 4,CC311
2021,Level 4,CC311
2021,Level 4,CC311
2021,Level 4,CC311
2021,Level 4,CC311
2021,Level 4,CC311
2021,Level 4,CC311
2021,Level 4,CC311
2021,Level 4,CC311
2021,Level 4,CC311
2021,Level 4,CC311
2021,Level 4,CC311
2021,Level 4,CC311
2021,Level 4,CC311
2021,Level 4,CC311
2021,Level 4,CC311
2021,Level 3,CC32
2021,Level 3,CC32
2021,Level 3,CC32
2021,Level 3,CC32
2021,Level 3,CC32
2021,Level 3,CC32
2021,Level 3,CC32
2021,Level 3,CC32
2021,Level 3,CC32
2021,Level 3,CC32
2021,Level 3,CC32
2021,Level 3,CC32
2021,Level 3,CC32
2021,Level 3,CC32
2021,Level 3,CC32
2021,Level 3,CC32
2021,Level 3,CC32
2021,Level 3,CC32
2021,Level 3,CC32
2021,Level 3,CC32
2021,Level 3,CC32
2021,Level 3,CC32
2021,Level 3,CC32
2021,Level 3,CC32
2021,Level 3,CC32
2021,Level 3,CC32
2021,Level 3,CC32
2021,Level 3,CC32
2021,Level 3,CC32
2021,Level 3,CC32
2021,Level 3,CC32
2021,Level 3,CC32
2021,Level 3,CC32
2021,Level 3,CC32
2021,Level 3,CC32
2021,Level 3,CC32
2021,Level 4,CC321
2021,Level 4,CC321
2021,Level 4,CC321
2021,Level 4,CC321
2021,Level 4,CC321
2021,Level 4,CC321
2021,Level 4,CC321
2021,Level 4,CC321
2021,Level 4,CC321
2021,Level 4,CC321
2021,Level 4,CC321
2021,Level 4,CC321
2021,Level 4,CC321
2021,Level 4,CC321
2021,Level 4,CC321
2021,Level 4,CC321
2021,Level 4,CC321
2021,Level 4,CC321
2021,Level 4,CC321
2021,Level 4,CC321
2021,Level 4,CC321
2021,Level 4,CC321
2021,Level 4,CC321
2021,Level 4,CC321
2021,Level 4,CC321
2021,Level 4,CC321
2021,Level 4,CC321
2021,Level 4,CC321
2021,Level 4,CC321
2021,Level 4,CC321
2021,Level 4,CC321
2021,Level 4,CC321
2021,Level 4,CC321
2021,Level 4,CC321
2021,Level 4,CC321
2021,Level 4,CC321
2021,Level 3,CC41
2021,Level 3,CC41
2021,Level 3,CC41
2021,Level 3,CC41
2021,Level 3,CC41
2021,Level 3,CC41
2021,Level 3,CC41
2021,Level 3,CC41
2021,Level 3,CC41
2021,Level 3,CC41
2021,Level 3,CC41
2021,Level 3,CC41
2021,Level 3,CC41
2021,Level 3,CC41
2021,Level 3,CC41
2021,Level 3,CC41
2021,Level 3,CC41
2021,Level 3,CC41
2021,Level 3,CC41
2021,Level 3,CC41
2021,Level 3,CC41
2021,Level 3,CC41
2021,Level 3,CC41
2021,Level 3,CC41
2021,Level 3,CC41
2021,Level 3,CC41
2021,Level 3,CC41
2021,Level 3,CC41
2021,Level 3,CC41
2021,Level 3,CC41
2021,Level 3,CC41
2021,Level 3,CC41
2021,Level 3,CC41
2021,Level 3,CC41
2021,Level 3,CC41
2021,Level 3,CC41
2021,Level 4,CC411
2021,Level 4,CC411
2021,Level 4,CC411
2021,Level 4,CC411
2021,Level 4,CC411
2021,Level 4,CC411
2021,Level 4,CC411
2021,Level 4,CC411
2021,Level 4,CC411
2021,Level 4,CC411
2021,Level 4,CC411
2021,Level 4,CC411
2021,Level 4,CC411
2021,Level 4,CC411
2021,Level 4,CC411
2021,Level 4,CC411
2021,Level 4,CC411
2021,Level 4,CC411
2021,Level 4,CC411
2021,Level 4,CC411
2021,Level 4,CC411
2021,Level 4,CC411
2021,Level 4,CC411
2021,Level 4,CC411
2021,Level 4,CC411
2021,Level 4,CC411
2021,Level 4,CC411
2021,Level 4,CC411
2021,Level 4,CC411
2021,Level 4,CC411
2021,Level 4,CC411
2021,Level 4,CC411
2021,Level 4,CC411
2021,Level 4,CC411
2021,Level 4,CC411
2021,Level 4,CC411
2021,Level 3,CC51
2021,Level 3,CC51
2021,Level 3,CC51
2021,Level 3,CC51
2021,Level 3,CC51
2021,Level 3,CC51
2021,Level 3,CC51
2021,Level 3,CC51
2021,Level 3,CC51
2021,Level 3,CC51
2021,Level 3,CC51
2021,Level 3,CC51
2021,Level 3,CC51
2021,Level 3,CC51
2021,Level 3,CC51
2021,Level 3,CC51
2021,Level 3,CC51
2021,Level 3,CC51
2021,Level 3,CC51
2021,Level 3,CC51
2021,Level 3,CC51
2021,Level 3,CC51
2021,Level 3,CC51
2021,Level 3,CC51
2021,Level 3,CC51
2021,Level 3,CC51
2021,Level 3,CC51
2021,Level 3,CC51
2021,Level 3,CC51
2021,Level 3,CC51
2021,Level 3,CC51
2021,Level 3,CC51
2021,Level 3,CC51
2021,Level 3,CC51
2021,Level 3,CC51
2021,Level 3,CC51
2021,Level 4,CC511
2021,Level 4,CC511
2021,Level 4,CC511
2021,Level 4,CC511
2021,Level 4,CC511
2021,Level 4,CC511
2021,Level 4,CC511
2021,Level 4,CC511
2021,Level 4,CC511
2021,Level 4,CC511
2021,Level 4,CC511
2021,Level 4,CC511
2021,Level 4,CC511
2021,Level 4,CC511
2021,Level 4,CC511
2021,Level 4,CC511
2021,Level 4,CC511
2021,Level 4,CC511
2021,Level 4,CC511
2021,Level 4,CC511
2021,Level 4,CC511
2021,Level 4,CC511
2021,Level 4,CC511
2021,Level 4,CC511
2021,Level 4,CC511
2021,Level 4,CC511
2021,Level 4,CC511
2021,Level 4,CC511
2021,Level 4,CC511
2021,Level 4,CC511
2021,Level 4,CC511
2021,Level 4,CC511
2021,Level 4,CC511
2021,Level 4,CC511
2021,Level 4,CC511
2021,Level 4,CC511
2021,Level 3,CC52
2021,Level 3,CC52
2021,Level 3,CC52
2021,Level 3,CC52
2021,Level 3,CC52
2021,Level 3,CC52
2021,Level 3,CC52
2021,Level 3,CC52
2021,Level 3,CC52
2021,Level 3,CC52
2021,Level 3,CC52
2021,Level 3,CC52
2021,Level 3,CC52
2021,Level 3,CC52
2021,Level 3,CC52
2021,Level 3,CC52
2021,Level 3,CC52
2021,Level 3,CC52
2021,Level 3,CC52
2021,Level 3,CC52
2021,Level 3,CC52
2021,Level 3,CC52
2021,Level 3,CC52
2021,Level 3,CC52
2021,Level 3,CC52
2021,Level 3,CC52
2021,Level 3,CC52
2021,Level 3,CC52
2021,Level 3,CC52
2021,Level 3,CC52
2021,Level 3,CC52
2021,Level 3,CC52
2021,Level 3,CC52
2021,Level 3,CC52
2021,Level 3,CC52
2021,Level 3,CC52
2021,Level 4,CC521
2021,Level 4,CC521
2021,Level 4,CC521
2021,Level 4,CC521
2021,Level 4,CC521
2021,Level 4,CC521
2021,Level 4,CC521
2021,Level 4,CC521
2021,Level 4,CC521
2021,Level 4,CC521
2021,Level 4,CC521
2021,Level 4,CC521
2021,Level 4,CC521
2021,Level 4,CC521
2021,Level 4,CC521
2021,Level 4,CC521
2021,Level 4,CC521
2021,Level 4,CC521
2021,Level 4,CC521
2021,Level 4,CC521
2021,Level 4,CC521
2021,Level 4,CC521
2021,Level 4,CC521
2021,Level 4,CC521
2021,Level 4,CC521
2021,Level 4,CC521
2021,Level 4,CC521
2021,Level 4,CC521
2021,Level 4,CC521
2021,Level 4,CC521
2021,Level 4,CC521
2021,Level 4,CC521
2021,Level 4,CC521
2021,Level 4,CC522
2021,Level 4,CC522
2021,Level 4,CC522
2021,Level 4,CC522
2021,Level 4,CC522
2021,Level 4,CC522
2021,Level 4,CC522
2021,Level 4,CC522
2021,Level 4,CC522
2021,Level 4,CC522
2021,Level 4,CC522
2021,Level 4,CC522
2021,Level 4,CC522
2021,Level 4,CC522
2021,Level 4,CC522
2021,Level 4,CC522
2021,Level 4,CC522
2021,Level 4,CC522
2021,Level 4,CC522
2021,Level 4,CC522
2021,Level 4,CC522
2021,Level 4,CC522
2021,Level 4,CC522
2021,Level 4,CC522
2021,Level 4,CC522
2021,Level 4,CC522
2021,Level 4,CC522
2021,Level 4,CC522
2021,Level 4,CC522
2021,Level 4,CC522
2021,Level 4,CC522
2021,Level 4,CC522
2021,Level 4,CC522
2021,Level 4,CC523
2021,Level 4,CC523
2021,Level 4,CC523
2021,Level 4,CC523
2021,Level 4,CC523
2021,Level 4,CC523
2021,Level 4,CC523
2021,Level 4,CC523
2021,Level 4,CC523
2021,Level 4,CC523
2021,Level 4,CC523
2021,Level 4,CC523
2021,Level 4,CC523
2021,Level 4,CC523
2021,Level 4,CC523
2021,Level 4,CC523
2021,Level 4,CC523
2021,Level 4,CC523
2021,Level 4,CC523
2021,Level 4,CC523
2021,Level 4,CC523
2021,Level 4,CC523
2021,Level 4,CC523
2021,Level 4,CC523
2021,Level 4,CC523
2021,Level 4,CC523
2021,Level 4,CC523
2021,Level 4,CC523
2021,Level 4,CC523
2021,Level 4,CC523
2021,Level 4,CC523
2021,Level 4,CC523
2021,Level 4,CC523
2021,Level 4,CC523
2021,Level 4,CC523
2021,Level 4,CC523
2021,Level 3,CC53
2021,Level 3,CC53
2021,Level 3,CC53
2021,Level 3,CC53
2021,Level 3,CC53
2021,Level 3,CC53
2021,Level 3,CC53
2021,Level 3,CC53
2021,Level 3,CC53
2021,Level 3,CC53
2021,Level 3,CC53
2021,Level 3,CC53
2021,Level 3,CC53
2021,Level 3,CC53
2021,Level 3,CC53
2021,Level 3,CC53
2021,Level 3,CC53
2021,Level 3,CC53
2021,Level 3,CC53
2021,Level 3,CC53
2021,Level 3,CC53
2021,Level 3,CC53
2021,Level 3,CC53
2021,Level 3,CC53
2021,Level 3,CC53
2021,Level 3,CC53
2021,Level 3,CC53
2021,Level 3,CC53
2021,Level 3,CC53
2021,Level 3,CC53
2021,Level 3,CC53
2021,Level 3,CC53
2021,Level 3,CC53
2021,Level 3,CC53
2021,Level 3,CC53
2021,Level 3,CC53
2021,Level 4,CC531
2021,Level 4,CC531
2021,Level 4,CC531
2021,Level 4,CC531
2021,Level 4,CC531
2021,Level 4,CC531
2021,Level 4,CC531
2021,Level 4,CC531
2021,Level 4,CC531
2021,Level 4,CC531
2021,Level 4,CC531
2021,Level 4,CC531
2021,Level 4,CC531
2021,Level 4,CC531
2021,Level 4,CC531
2021,Level 4,CC531
2021,Level 4,CC531
2021,Level 4,CC531
2021,Level 4,CC531
2021,Level 4,CC531
2021,Level 4,CC531
2021,Level 4,CC531
2021,Level 4,CC531
2021,Level 4,CC531
2021,Level 4,CC531
2021,Level 4,CC531
2021,Level 4,CC531
2021,Level 4,CC531
2021,Level 4,CC531
2021,Level 4,CC531
2021,Level 4,CC531
2021,Level 4,CC531
2021,Level 4,CC531
2021,Level 4,CC531
2021,Level 4,CC531
2021,Level 4,CC531
2021,Level 3,CC61
2021,Level 3,CC61
